RESOURCE,Fruit_length,Fruit_diameter,Seed_length,Seed_diameter,CONSUMER,INTSTR
Byrsonima laxiflora,8.33,4.5,4.98,4.25,Schistochlamys ruficapillus,0.5
Byrsonima sericea,6.5,7,6,5,Schistochlamys ruficapillus,0.5
Cecropia glaziovii,230,12.62,2,0.62,Schistochlamys ruficapillus,1
Cecropia hololeuca,230,20.58,2.9,0.98,Schistochlamys ruficapillus,0.5
Cecropia pachystachya,200,10,2,0.61,Schistochlamys ruficapillus,0.5
Copaifera langsdorffii,28.79,21.42,17,11,Schistochlamys ruficapillus,1
Copaifera lucens,30.69,21.17,21.6,12.49,Schistochlamys ruficapillus,0.5
Copaifera trapezifolia,31,23,18.3,11.53,Schistochlamys ruficapillus,0.5
Erythroxylum citrifolium,8,3.7,NA,NA,Schistochlamys ruficapillus,0.5
Erythroxylum cuspidifolium,9.4,5.4,NA,NA,Schistochlamys ruficapillus,0.5
Erythroxylum pulchrum,15.54,7.18,11.1,6.54,Schistochlamys ruficapillus,0.5
Gaylussacia brasiliensis,6.7,7.44,2.7,1.79,Schistochlamys ruficapillus,0.75
Leandra acutiflora,6.4,5.5,NA,NA,Schistochlamys ruficapillus,0.5
Leandra dasytricha,5.1,NA,NA,NA,Schistochlamys ruficapillus,0.5
Leandra melastomoides,9.3,7.5,NA,1,Schistochlamys ruficapillus,0.5
Leandra variabilis,4.2,3.2,NA,1,Schistochlamys ruficapillus,0.5
Miconia brasiliensis,2.6,3,NA,1,Schistochlamys ruficapillus,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Schistochlamys ruficapillus,0.5
Miconia chartacea,3.3,4,3.3,3.1,Schistochlamys ruficapillus,1
Miconia cinerascens,3.7,4.5,1.4,1.3,Schistochlamys ruficapillus,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Schistochlamys ruficapillus,0.5
Miconia inconspicua,3.6,3,1,0.85,Schistochlamys ruficapillus,0.5
Miconia latecrenata,1.9,2.3,1,1,Schistochlamys ruficapillus,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Schistochlamys ruficapillus,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Schistochlamys ruficapillus,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Schistochlamys ruficapillus,0.5
Miconia staminea,6.3,6,NA,NA,Schistochlamys ruficapillus,0.5
Miconia theizans,5,4,0.7,0.4,Schistochlamys ruficapillus,0.5
Miconia tristis,3.4,3.6,1,1,Schistochlamys ruficapillus,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Schistochlamys ruficapillus,0.5
Myrcia laxiflora,8,7.6,NA,NA,Schistochlamys ruficapillus,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Schistochlamys ruficapillus,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Schistochlamys ruficapillus,0.5
Araucaria angustifolia,140,140,48,19,Sciurus aestuans,1
Attalea cf.phalerata,100,77.5,50,25.6,Sciurus aestuans,0.5
Attalea cf.phalerata,100,77.5,50,25.6,Sciurus aestuans,0.5
Attalea dubia,6,35,49.1,28.3,Sciurus aestuans,0.5
Attalea dubia,6,35,49.1,28.3,Sciurus aestuans,0.5
Marlierea cf.excoriata,9.76,2,9.7,9.85,Sciurus aestuans,0.5
Marlierea clausseniana,9.1,8.3,NA,NA,Sciurus aestuans,0.5
Marlierea edulis,35,37,23,17,Sciurus aestuans,0.5
Marlierea obscura,11,14,9,7,Sciurus aestuans,0.5
Marlierea regeliana,22,23,16,12,Sciurus aestuans,0.5
Marlierea tomentosa,8.4,8.5,5.94,11.4,Sciurus aestuans,0.5
Musa paradisiaca,120,30,NA,4,Sciurus aestuans,0.5
Musa paradisiaca,120,30,NA,4,Sciurus aestuans,0.5
Syagrus pseudococos,60,42,15,15,Sciurus aestuans,1
Syagrus pseudococos,60,42,15,15,Sciurus aestuans,1
Symplocos variabilis,5.2,3.87,NA,NA,Sciurus aestuans,0.5
Symplocos variabilis,5.2,3.87,NA,NA,Sciurus aestuans,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Selenidera maculirostris,0.5
Amaioua guianensis,17,10,4.6,3.5,Selenidera maculirostris,1
Amaioua intermedia,19.38,9.24,4.6,3.61,Selenidera maculirostris,0.5
Annona cacans,65.67,115,12.9,7,Selenidera maculirostris,0.5
Cabralea canjerana,28,25,10,9,Selenidera maculirostris,1
Campomanesia guaviroba,27,27,8.5,8.6,Selenidera maculirostris,1
Cecropia glaziovii,230,12.62,2,0.62,Selenidera maculirostris,1
Cecropia hololeuca,230,20.58,2.9,0.98,Selenidera maculirostris,0.5
Cecropia pachystachya,200,10,2,0.61,Selenidera maculirostris,0.5
Clusia criuva,13,11,NA,1.8,Selenidera maculirostris,1
Clusia lanceolata,40,41,6.5,3.1,Selenidera maculirostris,0.5
Cordia corymbosa,4,3.4,NA,NA,Selenidera maculirostris,0.5
Cordia magnoliifolia,9,10,7.5,5.5,Selenidera maculirostris,0.5
Cordia superba,20,22,15,10,Selenidera maculirostris,0.5
Cordia trichoclada,20,18,13,9,Selenidera maculirostris,0.5
Cryptocarya moschata,13,14,11.5,8,Selenidera maculirostris,0.5
Cryptocarya saligna,63.36,24,45.6,24.18,Selenidera maculirostris,0.5
Eugenia adenantha,12.6,9,NA,NA,Selenidera maculirostris,0.5
Eugenia brasiliensis,9.58,13.05,7.1,4.45,Selenidera maculirostris,0.5
Eugenia cerasiflora,16,11,13,8.5,Selenidera maculirostris,0.5
Eugenia glazioviana,12,11,10,9.5,Selenidera maculirostris,0.5
Eugenia involucrata,22,15,12,7,Selenidera maculirostris,0.5
Eugenia itapemirimensis,36.1,26.7,10,8.3,Selenidera maculirostris,0.5
Eugenia macrantha,35,34.6,8.91,7.76,Selenidera maculirostris,0.5
Eugenia mandiocensis,32.2,22.3,NA,NA,Selenidera maculirostris,0.5
Eugenia neoglomerata,20.7,19.13,16.4,14.46,Selenidera maculirostris,0.5
Eugenia prasina,18.2,9.7,18.9,9.41,Selenidera maculirostris,0.5
Eugenia sprengelli,5,8,4,7,Selenidera maculirostris,0.5
Eugenia stictosepala,31,18,26,16,Selenidera maculirostris,0.5
Eugenia subavenia,9.9,6.9,NA,NA,Selenidera maculirostris,0.5
Eugenia supraaxillaris,18.7,16.4,NA,NA,Selenidera maculirostris,0.5
Euterpe edulis,12.8,12.46,11.7,10,Selenidera maculirostris,1
Ficus catappifolia,32,23,1,0.5,Selenidera maculirostris,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Selenidera maculirostris,0.5
Ficus cyclophylla,14,12,1.4,1.2,Selenidera maculirostris,0.5
Ficus enormis,14,14,1.2,1,Selenidera maculirostris,0.5
Ficus glabra,16.6,18,1,0.5,Selenidera maculirostris,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Selenidera maculirostris,0.5
Ficus hirsuta,7,6,0.5,0.3,Selenidera maculirostris,0.5
Ficus insipida,17,20,2.8,1.7,Selenidera maculirostris,0.5
Ficus microcarpa,10,8,0.9,0.7,Selenidera maculirostris,0.5
Ficus organensis,8,7,0.7,0.7,Selenidera maculirostris,0.5
Ficus pertusa,8,8,1.1,1.1,Selenidera maculirostris,0.5
Ficus pulchella,17.93,18,0.8,0.7,Selenidera maculirostris,0.5
Geonoma elegans,10,10,NA,NA,Selenidera maculirostris,0.75
Geonoma pohliana,9,9,7.5,7.5,Selenidera maculirostris,0.5
Geonoma schottiana,10,8,NA,NA,Selenidera maculirostris,0.5
Guapira opposita,6.95,6.53,6.1,3.84,Selenidera maculirostris,1
Maytenus aquifolium,12,9.5,5.5,3,Selenidera maculirostris,0.75
Maytenus cestrifolia,6.7,4.6,11,7.41,Selenidera maculirostris,0.5
Maytenus communis,14,9.1,NA,NA,Selenidera maculirostris,0.5
Maytenus ligustrina,25,14,12,8,Selenidera maculirostris,0.5
Maytenus obtusifolia,8,6,NA,6.8,Selenidera maculirostris,0.5
Miconia brasiliensis,2.6,3,NA,1,Selenidera maculirostris,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Selenidera maculirostris,0.5
Miconia chartacea,3.3,4,3.3,3.1,Selenidera maculirostris,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Selenidera maculirostris,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Selenidera maculirostris,1
Miconia inconspicua,3.6,3,1,0.85,Selenidera maculirostris,0.5
Miconia latecrenata,1.9,2.3,1,1,Selenidera maculirostris,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Selenidera maculirostris,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Selenidera maculirostris,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Selenidera maculirostris,0.5
Miconia staminea,6.3,6,NA,NA,Selenidera maculirostris,0.5
Miconia theizans,5,4,0.7,0.4,Selenidera maculirostris,0.5
Miconia tristis,3.4,3.6,1,1,Selenidera maculirostris,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Selenidera maculirostris,0.5
Mollinedia glabra,13,12,NA,NA,Selenidera maculirostris,0.5
Mollinedia lanceolata,12.8,8.5,NA,NA,Selenidera maculirostris,0.5
Mollinedia longifolia,15,8,NA,NA,Selenidera maculirostris,0.5
Mollinedia pachysandra,14.4,12,NA,NA,Selenidera maculirostris,0.5
Myrcia laxiflora,8,7.6,NA,NA,Selenidera maculirostris,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Selenidera maculirostris,1
Myrcia rostrata,6.5,4.5,3,2.5,Selenidera maculirostris,0.5
Ocotea daphnifolia,15,15,14,14,Selenidera maculirostris,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Selenidera maculirostris,0.5
Ocotea divaricata,9,NA,8,NA,Selenidera maculirostris,0.5
Ocotea elegans,9,7,8,5,Selenidera maculirostris,0.5
Ocotea insignis,34.5,20,29,17,Selenidera maculirostris,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Selenidera maculirostris,0.5
Ocotea laxa,8,16,7,13.6,Selenidera maculirostris,0.5
Ocotea odorifera,21.83,12.98,12,5,Selenidera maculirostris,0.75
Ocotea silvestris,20,15,15,11,Selenidera maculirostris,0.5
Ocotea teleiandra,21,17,20,16,Selenidera maculirostris,0.5
Ouratea vaccinioides,7.7,5.1,NA,NA,Selenidera maculirostris,0.75
Persea alba,13.7,11.4,11.6,9.6,Selenidera maculirostris,0.5
Persea americana,155,95,50,6,Selenidera maculirostris,0.5
Protium heptaphyllum,17.26,10.76,9.23,7.5,Selenidera maculirostris,0.5
Psychotria carthagenensis,5.2,5.5,5,4.3,Selenidera maculirostris,0.5
Psychotria deflexa,5.09,4.02,3,2.4,Selenidera maculirostris,0.5
Psychotria leiocarpa,8,9,3,2.4,Selenidera maculirostris,0.5
Psychotria myriantha,5.4,6.2,4,3,Selenidera maculirostris,0.5
Psychotria nuda,8.7,7,NA,NA,Selenidera maculirostris,1
Psychotria suterella,11,13,4,3,Selenidera maculirostris,0.5
Psychotria vellosiana,0.4,3.7,NA,NA,Selenidera maculirostris,0.5
Quiina glaziovii,20,16,13,9,Selenidera maculirostris,1
Rudgea macrophylla,8.5,13.5,NA,NA,Selenidera maculirostris,0.5
Sloanea guianensis,20,20,10,6,Selenidera maculirostris,1
Sloanea monosperma,12,10,7,4,Selenidera maculirostris,0.5
Symplocos variabilis,5.2,3.87,NA,NA,Selenidera maculirostris,0.5
Trema micrantha,3.5,2.7,2,1.7,Selenidera maculirostris,1
Virola bicuhyba,36.8,21,24,16,Selenidera maculirostris,0.5
Virola gardneri,34.85,23.34,26,20,Selenidera maculirostris,0.75
Virola oleifera,35,23,22,12,Selenidera maculirostris,0.5
Zanthoxylum rhoifolium,3,2,1,1,Selenidera maculirostris,0.75
Copaifera langsdorffii,28.79,21.42,17,11,Serpophaga subcristata,0.75
Copaifera lucens,30.69,21.17,21.6,12.49,Serpophaga subcristata,0.5
Copaifera trapezifolia,31,23,18.3,11.53,Serpophaga subcristata,0.5
Schinus terebinthifolius,6,6,3.5,3.5,Serpophaga subcristata,1
Trema micrantha,3.5,2.7,2,1.7,Serpophaga subcristata,1
Eugenia adenantha,12.6,9,NA,NA,Setophaga pitiayumi,0.5
Eugenia brasiliensis,9.58,13.05,7.1,4.45,Setophaga pitiayumi,0.5
Eugenia cerasiflora,16,11,13,8.5,Setophaga pitiayumi,0.5
Eugenia glazioviana,12,11,10,9.5,Setophaga pitiayumi,0.5
Eugenia involucrata,22,15,12,7,Setophaga pitiayumi,0.5
Eugenia itapemirimensis,36.1,26.7,10,8.3,Setophaga pitiayumi,0.5
Eugenia macrantha,35,34.6,8.91,7.76,Setophaga pitiayumi,0.5
Eugenia mandiocensis,32.2,22.3,NA,NA,Setophaga pitiayumi,0.5
Eugenia neoglomerata,20.7,19.13,16.4,14.46,Setophaga pitiayumi,0.5
Eugenia prasina,18.2,9.7,18.9,9.41,Setophaga pitiayumi,0.5
Eugenia sprengelli,5,8,4,7,Setophaga pitiayumi,0.5
Eugenia stictosepala,31,18,26,16,Setophaga pitiayumi,0.5
Eugenia subavenia,9.9,6.9,NA,NA,Setophaga pitiayumi,0.5
Eugenia supraaxillaris,18.7,16.4,NA,NA,Setophaga pitiayumi,0.5
Ficus catappifolia,32,23,1,0.5,Setophaga pitiayumi,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Setophaga pitiayumi,0.5
Ficus cyclophylla,14,12,1.4,1.2,Setophaga pitiayumi,0.5
Ficus enormis,14,14,1.2,1,Setophaga pitiayumi,0.5
Ficus glabra,16.6,18,1,0.5,Setophaga pitiayumi,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Setophaga pitiayumi,0.5
Ficus hirsuta,7,6,0.5,0.3,Setophaga pitiayumi,0.5
Ficus insipida,17,20,2.8,1.7,Setophaga pitiayumi,0.5
Ficus microcarpa,10,8,0.9,0.7,Setophaga pitiayumi,0.5
Ficus organensis,8,7,0.7,0.7,Setophaga pitiayumi,0.75
Ficus pertusa,8,8,1.1,1.1,Setophaga pitiayumi,0.5
Ficus pulchella,17.93,18,0.8,0.7,Setophaga pitiayumi,0.5
Miconia brasiliensis,2.6,3,NA,1,Setophaga pitiayumi,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Setophaga pitiayumi,0.5
Miconia chartacea,3.3,4,3.3,3.1,Setophaga pitiayumi,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Setophaga pitiayumi,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Setophaga pitiayumi,0.5
Miconia inconspicua,3.6,3,1,0.85,Setophaga pitiayumi,0.5
Miconia latecrenata,1.9,2.3,1,1,Setophaga pitiayumi,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Setophaga pitiayumi,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Setophaga pitiayumi,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Setophaga pitiayumi,0.5
Miconia staminea,6.3,6,NA,NA,Setophaga pitiayumi,0.5
Miconia theizans,5,4,0.7,0.4,Setophaga pitiayumi,0.5
Miconia tristis,3.4,3.6,1,1,Setophaga pitiayumi,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Setophaga pitiayumi,0.5
Schinus terebinthifolius,6,6,3.5,3.5,Setophaga pitiayumi,1
Tapirira guianensis,16,11.6,6.9,8.15,Setophaga pitiayumi,0.75
Casearia aculeata,7.7,7.5,NA,NA,Sporophila caerulescens,0.5
Casearia lasiophylla,11.7,11,5.4,4.5,Sporophila caerulescens,0.5
Casearia pauciflora,29,28,8,7,Sporophila caerulescens,0.5
Casearia sylvestris,3,3,2,1.3,Sporophila caerulescens,1
Cecropia glaziovii,230,12.62,2,0.62,Sporophila caerulescens,0.5
Cecropia hololeuca,230,20.58,2.9,0.98,Sporophila caerulescens,0.5
Cecropia pachystachya,200,10,2,0.61,Sporophila caerulescens,1
Miconia brasiliensis,2.6,3,NA,1,Sporophila caerulescens,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Sporophila caerulescens,0.5
Miconia chartacea,3.3,4,3.3,3.1,Sporophila caerulescens,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Sporophila caerulescens,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Sporophila caerulescens,0.5
Miconia inconspicua,3.6,3,1,0.85,Sporophila caerulescens,0.5
Miconia latecrenata,1.9,2.3,1,1,Sporophila caerulescens,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Sporophila caerulescens,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Sporophila caerulescens,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Sporophila caerulescens,0.5
Miconia staminea,6.3,6,NA,NA,Sporophila caerulescens,0.5
Miconia theizans,5,4,0.7,0.4,Sporophila caerulescens,0.5
Miconia tristis,3.4,3.6,1,1,Sporophila caerulescens,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Sporophila caerulescens,0.5
Myrsine ferruginea,3,NA,NA,NA,Sporophila caerulescens,0.5
Myrsine venosa,4.9,5,NA,4.2,Sporophila caerulescens,0.5
Trema micrantha,3.5,2.7,2,1.7,Sporophila caerulescens,1
Cecropia glaziovii,230,12.62,2,0.62,Stephanophorus diadematus,1
Cecropia hololeuca,230,20.58,2.9,0.98,Stephanophorus diadematus,0.5
Cecropia pachystachya,200,10,2,0.61,Stephanophorus diadematus,0.5
Cordia corymbosa,4,3.4,NA,NA,Stephanophorus diadematus,1
Cordia magnoliifolia,9,10,7.5,5.5,Stephanophorus diadematus,0.5
Cordia superba,20,22,15,10,Stephanophorus diadematus,0.5
Cordia trichoclada,20,18,13,9,Stephanophorus diadematus,0.5
Ficus catappifolia,32,23,1,0.5,Stephanophorus diadematus,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Stephanophorus diadematus,0.5
Ficus cyclophylla,14,12,1.4,1.2,Stephanophorus diadematus,0.5
Ficus enormis,14,14,1.2,1,Stephanophorus diadematus,0.5
Ficus glabra,16.6,18,1,0.5,Stephanophorus diadematus,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Stephanophorus diadematus,0.5
Ficus hirsuta,7,6,0.5,0.3,Stephanophorus diadematus,0.5
Ficus insipida,17,20,2.8,1.7,Stephanophorus diadematus,0.5
Ficus microcarpa,10,8,0.9,0.7,Stephanophorus diadematus,0.5
Ficus organensis,8,7,0.7,0.7,Stephanophorus diadematus,1
Ficus pertusa,8,8,1.1,1.1,Stephanophorus diadematus,0.5
Ficus pulchella,17.93,18,0.8,0.7,Stephanophorus diadematus,0.5
Gaylussacia brasiliensis,6.7,7.44,2.7,1.79,Stephanophorus diadematus,1
Ilex paraguariensis,4.8,4.7,4.8,2.6,Stephanophorus diadematus,0.5
Leandra acutiflora,6.4,5.5,NA,NA,Stephanophorus diadematus,0.5
Leandra dasytricha,5.1,NA,NA,NA,Stephanophorus diadematus,0.5
Leandra melastomoides,9.3,7.5,NA,1,Stephanophorus diadematus,0.5
Leandra variabilis,4.2,3.2,NA,1,Stephanophorus diadematus,0.5
Miconia brasiliensis,2.6,3,NA,1,Stephanophorus diadematus,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Stephanophorus diadematus,0.5
Miconia chartacea,3.3,4,3.3,3.1,Stephanophorus diadematus,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Stephanophorus diadematus,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Stephanophorus diadematus,0.5
Miconia inconspicua,3.6,3,1,0.85,Stephanophorus diadematus,0.5
Miconia latecrenata,1.9,2.3,1,1,Stephanophorus diadematus,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Stephanophorus diadematus,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Stephanophorus diadematus,1
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Stephanophorus diadematus,0.5
Miconia staminea,6.3,6,NA,NA,Stephanophorus diadematus,0.5
Miconia theizans,5,4,0.7,0.4,Stephanophorus diadematus,0.5
Miconia tristis,3.4,3.6,1,1,Stephanophorus diadematus,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Stephanophorus diadematus,0.5
Myrceugenia campestris,5,5,3.5,3.5,Stephanophorus diadematus,0.5
Myrceugenia myrcioides,17,14,3,8,Stephanophorus diadematus,1
Myrcia laxiflora,8,7.6,NA,NA,Stephanophorus diadematus,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Stephanophorus diadematus,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Stephanophorus diadematus,0.5
Myrsine ferruginea,3,NA,NA,NA,Stephanophorus diadematus,0.5
Myrsine venosa,4.9,5,NA,4.2,Stephanophorus diadematus,0.5
Ocotea daphnifolia,15,15,14,14,Stephanophorus diadematus,0.5
Ocotea diospyrifolia,16.2,1.6,16,10.6,Stephanophorus diadematus,0.5
Ocotea divaricata,9,NA,8,NA,Stephanophorus diadematus,0.5
Ocotea elegans,9,7,8,5,Stephanophorus diadematus,0.5
Ocotea insignis,34.5,20,29,17,Stephanophorus diadematus,0.5
Ocotea lancifolia,15,12.4,12.7,10.6,Stephanophorus diadematus,0.5
Ocotea laxa,8,16,7,13.6,Stephanophorus diadematus,0.5
Ocotea odorifera,21.83,12.98,12,5,Stephanophorus diadematus,0.5
Ocotea silvestris,20,15,15,11,Stephanophorus diadematus,0.5
Ocotea teleiandra,21,17,20,16,Stephanophorus diadematus,1
Ossaea angustifolia,5.2,4.2,NA,NA,Stephanophorus diadematus,0.5
Ossaea marginata,4.9,4.4,NA,NA,Stephanophorus diadematus,0.5
Psychotria carthagenensis,5.2,5.5,5,4.3,Stephanophorus diadematus,0.5
Psychotria deflexa,5.09,4.02,3,2.4,Stephanophorus diadematus,0.5
Psychotria leiocarpa,8,9,3,2.4,Stephanophorus diadematus,1
Psychotria myriantha,5.4,6.2,4,3,Stephanophorus diadematus,0.5
Psychotria nuda,8.7,7,NA,NA,Stephanophorus diadematus,0.5
Psychotria suterella,11,13,4,3,Stephanophorus diadematus,0.5
Psychotria vellosiana,0.4,3.7,NA,NA,Stephanophorus diadematus,0.5
Rubus rosifolius,15,12.6,1.5,1,Stephanophorus diadematus,0.5
Rubus urticifolius,10,8,2.2,1.4,Stephanophorus diadematus,1
Schinus terebinthifolius,6,6,3.5,3.5,Stephanophorus diadematus,1
Solanum americanum,6,6.2,1.4,1,Stephanophorus diadematus,0.5
Solanum argenteum,20,11,2.2,2,Stephanophorus diadematus,0.5
Solanum caavurana,15,10,2.5,2,Stephanophorus diadematus,0.5
Solanum megalochiton,7.6,6.3,NA,NA,Stephanophorus diadematus,1
Symplocos variabilis,5.2,3.87,NA,NA,Stephanophorus diadematus,0.5
Billbergia distachia,35,8,NA,NA,Sturnira lilium,0.5
Cecropia glaziovii,230,12.62,2,0.62,Sturnira lilium,1
Cecropia hololeuca,230,20.58,2.9,0.98,Sturnira lilium,1
Cecropia pachystachya,200,10,2,0.61,Sturnira lilium,1
Copaifera langsdorffii,28.79,21.42,17,11,Sturnira lilium,1
Copaifera lucens,30.69,21.17,21.6,12.49,Sturnira lilium,0.5
Copaifera trapezifolia,31,23,18.3,11.53,Sturnira lilium,0.5
Ficus catappifolia,32,23,1,0.5,Sturnira lilium,0.5
Ficus clusiaefolia,5,6,1.2,0.7,Sturnira lilium,0.5
Ficus cyclophylla,14,12,1.4,1.2,Sturnira lilium,0.5
Ficus enormis,14,14,1.2,1,Sturnira lilium,0.5
Ficus glabra,16.6,18,1,0.5,Sturnira lilium,0.5
Ficus gomelleira,19.81,23.09,0.5,0.4,Sturnira lilium,0.5
Ficus hirsuta,7,6,0.5,0.3,Sturnira lilium,0.5
Ficus insipida,17,20,2.8,1.7,Sturnira lilium,1
Ficus microcarpa,10,8,0.9,0.7,Sturnira lilium,0.5
Ficus organensis,8,7,0.7,0.7,Sturnira lilium,1
Ficus pertusa,8,8,1.1,1.1,Sturnira lilium,0.5
Ficus pulchella,17.93,18,0.8,0.7,Sturnira lilium,0.5
Maclura tinctoria,14.2,12.6,2.5,2.1,Sturnira lilium,1
Miconia brasiliensis,2.6,3,NA,1,Sturnira lilium,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Sturnira lilium,0.5
Miconia chartacea,3.3,4,3.3,3.1,Sturnira lilium,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Sturnira lilium,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Sturnira lilium,0.5
Miconia inconspicua,3.6,3,1,0.85,Sturnira lilium,0.5
Miconia latecrenata,1.9,2.3,1,1,Sturnira lilium,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Sturnira lilium,0.5
Miconia pusilliflora,4.5,4.5,2.7,1.6,Sturnira lilium,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Sturnira lilium,0.5
Miconia staminea,6.3,6,NA,NA,Sturnira lilium,0.5
Miconia theizans,5,4,0.7,0.4,Sturnira lilium,0.5
Miconia tristis,3.4,3.6,1,1,Sturnira lilium,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Sturnira lilium,0.5
Musa paradisiaca,120,30,NA,4,Sturnira lilium,0.5
Piper aduncum,166,6,0.84,0.34,Sturnira lilium,1
Piper arboreum,120,10,NA,NA,Sturnira lilium,1
Piper gaudichaudianum,100,6,1,0.8,Sturnira lilium,1
Rubus rosifolius,15,12.6,1.5,1,Sturnira lilium,1
Rubus urticifolius,10,8,2.2,1.4,Sturnira lilium,0.5
Solanum americanum,6,6.2,1.4,1,Sturnira lilium,0.75
Solanum argenteum,20,11,2.2,2,Sturnira lilium,0.5
Solanum caavurana,15,10,2.5,2,Sturnira lilium,1
Solanum megalochiton,7.6,6.3,NA,NA,Sturnira lilium,0.75
Aegiphila obducta,14.4,11.6,NA,NA,Tachyphonus cristatus,0.5
Aegiphila sellowiana,8,4,4,2,Tachyphonus cristatus,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Tachyphonus cristatus,0.5
Miconia brasiliensis,2.6,3,NA,1,Tachyphonus cristatus,0.5
Miconia calvescens,4.6,3.4,0.5,0.4,Tachyphonus cristatus,0.5
Miconia chartacea,3.3,4,3.3,3.1,Tachyphonus cristatus,0.5
Miconia cinerascens,3.7,4.5,1.4,1.3,Tachyphonus cristatus,0.5
Miconia cinnamomifolia,3.51,2.54,0.4,0.3,Tachyphonus cristatus,1
Miconia inconspicua,3.6,3,1,0.85,Tachyphonus cristatus,0.5
Miconia latecrenata,1.9,2.3,1,1,Tachyphonus cristatus,0.5
Miconia prasina,3.2,3.4,0.6,0.61,Tachyphonus cristatus,1
Miconia pusilliflora,4.5,4.5,2.7,1.6,Tachyphonus cristatus,0.5
Miconia rigidiuscula,3.2,3.54,1.21,1.34,Tachyphonus cristatus,0.5
Miconia staminea,6.3,6,NA,NA,Tachyphonus cristatus,0.5
Miconia theizans,5,4,0.7,0.4,Tachyphonus cristatus,0.5
Miconia tristis,3.4,3.6,1,1,Tachyphonus cristatus,0.5
Miconia valtherii,4.4,3.9,1.1,0.9,Tachyphonus cristatus,1
Myrcia laxiflora,8,7.6,NA,NA,Tachyphonus cristatus,0.5
Myrcia pubipetala,13.2,11.6,6.58,0.3,Tachyphonus cristatus,0.5
Myrcia rostrata,6.5,4.5,3,2.5,Tachyphonus cristatus,0.5
Sloanea guianensis,20,20,10,6,Tachyphonus cristatus,1
Sloanea monosperma,12,10,7,4,Tachyphonus cristatus,0.5
Aegiphila obducta,14.4,11.6,NA,NA,Tangara cayana,0.5
Aegiphila sellowiana,8,4,4,2,Tangara cayana,0.5
Alchornea triplinervia,5.8,4.7,5.8,4.1,Tangara cayana,0.5
Amaioua guianensis,17,10,4.6,3.5,Tangara cayana,1
